country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",01-12-2025 17:00:00,16.552818304591472,81.5231342973627,CO,47,107,77
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",01-12-2025 18:00:00,16.551021744804086,81.52793292036229,NO2,34,71,52
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",01-12-2025 19:00:00,16.53505425066728,81.52753752389184,NO2,47,87,67
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",01-12-2025 20:00:00,16.55047045097655,81.5231264226753,SO2,33,40,36
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",01-12-2025 21:00:00,16.54842962744849,81.51934623054392,CO,7,41,24
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",01-12-2025 22:00:00,16.552402028299944,81.52565512139807,SO2,44,81,62
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",01-12-2025 23:00:00,16.552385733664618,81.52274787469992,NH3,49,61,55
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 00:00:00,16.54323100285818,81.52630560743415,OZONE,22,30,26
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 01:00:00,16.545080943302505,81.51511975188322,PM10,41,51,46
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 02:00:00,16.540029180537157,81.51122105948646,NO2,40,89,64
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 03:00:00,16.552384338227082,81.52316937958267,SO2,50,84,67
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 04:00:00,16.540211069743563,81.5143414788307,CO,50,81,65
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 05:00:00,16.536988026358674,81.51438003101705,CO,45,103,74
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 06:00:00,16.536377768665236,81.52922961324903,NO2,16,75,45
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 07:00:00,16.538031863512764,81.51427167012643,SO2,48,95,71
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 08:00:00,16.54022955963446,81.51179503858756,CO,43,70,56
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 09:00:00,16.535381610909237,81.51982262887955,PM10,19,53,36
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 10:00:00,16.55387583232989,81.51430485251001,PM2.5,32,62,47
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 11:00:00,16.550331643575372,81.52072559966678,PM2.5,5,16,10
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 12:00:00,16.53495019363016,81.5140349743815,NO2,30,66,48
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 13:00:00,16.546825175052344,81.51259530401546,NH3,46,76,61
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 14:00:00,16.54680364493206,81.52963880461243,SO2,13,40,26
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 15:00:00,16.537254852695256,81.52221648097533,PM10,32,53,42
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 16:00:00,16.540278881145657,81.5299284632763,SO2,23,83,53
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 17:00:00,16.535360592604878,81.51552156092887,NH3,38,51,44
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 18:00:00,16.535196486830582,81.52078221401516,OZONE,50,83,66
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 19:00:00,16.53754960707646,81.51801804859446,PM2.5,34,59,46
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 20:00:00,16.55321677017816,81.51412103604707,PM2.5,35,94,64
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 21:00:00,16.53722312326714,81.52791922808572,OZONE,48,71,59
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 22:00:00,16.543999694199336,81.51203942813312,PM10,33,82,57
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",02-12-2025 23:00:00,16.537427724000878,81.51941938807308,SO2,27,57,42
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 00:00:00,16.549090236484407,81.52753284073717,PM10,21,63,42
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 01:00:00,16.55113598576234,81.51917615184477,CO,19,35,27
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 02:00:00,16.547581848225498,81.52792052320179,PM2.5,16,34,25
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 03:00:00,16.55477970189748,81.52170601227763,PM10,11,45,28
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 04:00:00,16.54729072439999,81.51564178780744,NO2,45,62,53
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 05:00:00,16.545422553569413,81.51512441133556,NH3,7,14,10
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 06:00:00,16.550150825720976,81.52871725783747,NO2,24,54,39
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 07:00:00,16.547083261790373,81.51298636508515,PM2.5,12,26,19
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 08:00:00,16.545205192459854,81.51449250476233,CO,10,18,14
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 09:00:00,16.55192789522166,81.516771152641,SO2,10,25,17
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 10:00:00,16.53909123447374,81.51409982754792,NH3,46,100,73
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 11:00:00,16.552280421486508,81.52529307738692,PM2.5,8,35,21
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 12:00:00,16.55081094714209,81.52853560326301,PM10,5,21,13
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 13:00:00,16.545232107003756,81.51502958524537,NH3,49,109,79
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 14:00:00,16.537232204281242,81.52694358248499,CO,29,57,43
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 15:00:00,16.54604200236134,81.5132817387436,NO2,19,31,25
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 16:00:00,16.539078605569458,81.52197331952264,SO2,24,44,34
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 17:00:00,16.550657671338644,81.52186310270244,CO,45,91,68
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 18:00:00,16.547189968779016,81.5266908733806,PM2.5,39,91,65
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 19:00:00,16.5432917508416,81.5242403159355,NH3,45,81,63
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 20:00:00,16.54711034250685,81.51652500297013,PM10,12,44,28
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 21:00:00,16.551525637389602,81.52765149149819,NH3,37,53,45
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 22:00:00,16.53811679729232,81.5141365727863,PM2.5,20,56,38
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",03-12-2025 23:00:00,16.5425365759793,81.5221962080921,NO2,47,95,71
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 00:00:00,16.542068656151717,81.5292163067628,NH3,21,64,42
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 01:00:00,16.5452842717541,81.51890759489046,PM2.5,26,47,36
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 02:00:00,16.55017888005893,81.51348399570482,NO2,27,39,33
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 03:00:00,16.540624756583203,81.52992040114466,CO,19,57,38
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 04:00:00,16.554250247115874,81.52443581503952,PM2.5,41,63,52
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 05:00:00,16.54220917738514,81.51496872799642,NH3,22,50,36
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 06:00:00,16.546798649833878,81.52843029599381,PM2.5,28,70,49
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 07:00:00,16.544328845452355,81.52406634067924,SO2,12,55,33
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 08:00:00,16.540606117808114,81.52962186002509,PM2.5,7,56,31
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 09:00:00,16.55397951860298,81.51632977961694,CO,38,51,44
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 10:00:00,16.535523057002386,81.53106652754585,SO2,47,56,51
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 11:00:00,16.554343072273394,81.52305124974296,NH3,10,22,16
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 12:00:00,16.537032123846398,81.51638974343817,PM10,26,54,40
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 13:00:00,16.550836481355486,81.51616429785851,PM10,41,51,46
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 14:00:00,16.553947519131928,81.51643744023025,PM10,45,84,64
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 15:00:00,16.54988392440608,81.51391450655554,PM2.5,33,67,50
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 16:00:00,16.553686937972934,81.52948641370536,OZONE,26,67,46
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 17:00:00,16.5545981541842,81.51264009743268,SO2,7,45,26
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 18:00:00,16.54250592634258,81.52032119231775,CO,10,29,19
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 19:00:00,16.55324561122472,81.51635936142485,SO2,38,59,48
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 20:00:00,16.53521976595792,81.5226091089529,SO2,49,84,66
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 21:00:00,16.537369373916547,81.51586598253944,PM2.5,5,49,27
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 22:00:00,16.544117853744897,81.51950254343768,OZONE,48,89,68
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",04-12-2025 23:00:00,16.53713684730637,81.52437785965076,PM10,16,27,21
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 00:00:00,16.544391052530877,81.52778909276846,NO2,46,105,75
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 01:00:00,16.549414641006003,81.51184454140864,PM10,15,59,37
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 02:00:00,16.535494704453374,81.51623023536219,SO2,49,82,65
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 03:00:00,16.54322619928102,81.5230590920526,PM2.5,18,70,44
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 04:00:00,16.54095800777988,81.5296781133549,PM2.5,33,81,57
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 05:00:00,16.54924624150082,81.52320960088069,OZONE,47,56,51
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 06:00:00,16.54213746735518,81.52823445149383,PM2.5,39,79,59
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 07:00:00,16.543554563288804,81.53004460457608,SO2,39,87,63
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 08:00:00,16.53808130561525,81.5213596581374,PM10,17,59,38
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 09:00:00,16.549856281765702,81.51502692164594,NH3,34,45,39
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 10:00:00,16.54542392935785,81.51639571587873,OZONE,37,97,67
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 11:00:00,16.540755605905165,81.52181011907923,NH3,40,54,47
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 12:00:00,16.553725303061604,81.52016481486692,OZONE,49,99,74
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 13:00:00,16.535025432530876,81.52000191360209,SO2,30,88,59
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 14:00:00,16.536878979001383,81.51231635449663,CO,29,85,57
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 15:00:00,16.548729663638866,81.51167040078388,OZONE,40,86,63
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 16:00:00,16.55083497587204,81.5158621065213,NH3,23,82,52
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 17:00:00,16.550430862933794,81.528249721372,CO,42,60,51
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 18:00:00,16.544120463505624,81.51886329739868,PM2.5,46,73,59
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 19:00:00,16.550822256821263,81.53041054949477,NO2,47,81,64
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 20:00:00,16.543438377033908,81.51683186996522,SO2,16,44,30
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 21:00:00,16.550513956097486,81.51123962126415,NO2,46,96,71
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 22:00:00,16.541613241777423,81.51561886503247,SO2,46,106,76
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",05-12-2025 23:00:00,16.549983645253057,81.51715536984197,SO2,25,31,28
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 00:00:00,16.54236405601156,81.52977522251997,CO,48,106,77
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 01:00:00,16.551737067521426,81.5270446777503,PM10,5,40,22
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 02:00:00,16.545345239093873,81.51358578342617,NH3,34,77,55
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 03:00:00,16.55307393181369,81.52405587832168,PM10,49,61,55
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 04:00:00,16.542585502053644,81.53047553763379,NO2,50,80,65
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 05:00:00,16.53686189553605,81.51793780250372,PM2.5,20,45,32
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 06:00:00,16.54545277420396,81.52982154986559,NH3,7,63,35
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 07:00:00,16.550037763751398,81.51340345222253,CO,46,56,51
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 08:00:00,16.550902748664292,81.52215041114098,PM10,6,37,21
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 09:00:00,16.540901433279423,81.51583636475631,SO2,29,73,51
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 10:00:00,16.55407010838678,81.5287435511165,SO2,19,68,43
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 11:00:00,16.544612601500255,81.52551453395526,PM10,36,47,41
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 12:00:00,16.53594030405682,81.52585725021711,SO2,50,109,79
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 13:00:00,16.540741560328275,81.5283545152704,PM10,48,58,53
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 14:00:00,16.542286018671707,81.52016464123453,PM2.5,18,71,44
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 15:00:00,16.543584805581546,81.52276408870065,OZONE,31,45,38
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 16:00:00,16.543718532796102,81.5143127650135,PM10,15,62,38
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 17:00:00,16.546277002443176,81.52879977616311,CO,49,93,71
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 18:00:00,16.553821928383154,81.5183115742048,NO2,11,40,25
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 19:00:00,16.553514319476363,81.52237727529746,PM2.5,21,61,41
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 20:00:00,16.5355440189745,81.51596673092348,SO2,5,51,28
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 21:00:00,16.53610461375924,81.52868556269593,PM2.5,18,67,42
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 22:00:00,16.53609820051075,81.51511020454186,PM10,34,41,37
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",06-12-2025 23:00:00,16.535519529587766,81.51531615231129,CO,29,57,43
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 00:00:00,16.5479115218139,81.52947656203446,NO2,26,74,50
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 01:00:00,16.540987163457164,81.52586798992289,NH3,50,70,60
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 02:00:00,16.55307107243399,81.52861638994989,OZONE,25,67,46
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 03:00:00,16.535870634985145,81.52819763185228,CO,21,65,43
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 04:00:00,16.547715200790226,81.52043077176766,OZONE,43,80,61
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 05:00:00,16.55469436512568,81.52353716960526,NH3,47,93,70
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 06:00:00,16.548466663126902,81.51510532207877,NH3,30,86,58
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 07:00:00,16.551871943804638,81.52507724707318,CO,42,76,59
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 08:00:00,16.546148613812083,81.52064954530113,PM2.5,7,55,31
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 09:00:00,16.552279837097267,81.51986534187171,PM10,14,52,33
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 10:00:00,16.54146225937198,81.52275665172829,PM2.5,5,12,8
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 11:00:00,16.55066389190155,81.51597931267288,CO,6,12,9
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 12:00:00,16.535722943038333,81.52602185051248,NH3,46,103,74
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 13:00:00,16.54732958572343,81.51823249038223,OZONE,19,69,44
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 14:00:00,16.538964015755816,81.51843207124762,CO,38,92,65
India,AndhraPradesh,Bhimavaram,"Central Station, Bhimavaram",07-12-2025 15:00:00,16.536795380478182,81.51527366647089,NH3,41,54,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",07-12-2025 16:00:00,13.631425756744578,79.41328385478435,NH3,41,101,71
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",07-12-2025 17:00:00,13.626335875767845,79.41793729964077,NO2,33,77,55
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",07-12-2025 18:00:00,13.635031226473227,79.42494565772147,PM2.5,32,81,56
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",07-12-2025 19:00:00,13.63676044347185,79.42040323278754,OZONE,17,24,20
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",07-12-2025 20:00:00,13.630080764879635,79.42491294805967,SO2,44,78,61
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",07-12-2025 21:00:00,13.63424754942596,79.42629660554876,NH3,44,88,66
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",07-12-2025 22:00:00,13.623675671662546,79.42408673979038,CO,34,93,63
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",07-12-2025 23:00:00,13.626434510736784,79.42786932730593,NO2,29,77,53
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 00:00:00,13.633014202235207,79.41491231005655,PM2.5,23,61,42
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 01:00:00,13.619372892413141,79.42850157856726,OZONE,11,33,22
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 02:00:00,13.624932713837625,79.42318480332634,PM2.5,11,57,34
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 03:00:00,13.620295320001233,79.41081579072218,PM10,35,95,65
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 04:00:00,13.629082886572146,79.42686827461146,PM10,45,84,64
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 05:00:00,13.627728420842324,79.41509977117907,PM10,27,45,36
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 06:00:00,13.634414147782424,79.42583693070998,SO2,20,26,23
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 07:00:00,13.63550153731017,79.42894692489007,NO2,6,53,29
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 08:00:00,13.629995184408322,79.42295937532668,CO,34,62,48
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 09:00:00,13.626699960017518,79.41106673657315,PM2.5,28,41,34
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 10:00:00,13.624151606897287,79.41842646496677,NH3,44,96,70
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 11:00:00,13.638633280928035,79.42602778284406,SO2,31,90,60
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 12:00:00,13.619647888016468,79.41733484977742,OZONE,22,44,33
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 13:00:00,13.638790113246992,79.41023928263195,PM2.5,40,45,42
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 14:00:00,13.634076998889094,79.42153712687903,CO,9,66,37
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 15:00:00,13.625420792347011,79.41239477304137,NO2,15,29,22
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 16:00:00,13.629014517245528,79.421626276002,PM10,8,39,23
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 17:00:00,13.623212341926298,79.41611437946177,SO2,15,26,20
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 18:00:00,13.629482789963033,79.427070661368,SO2,14,48,31
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 19:00:00,13.63869309194287,79.42427750005945,CO,35,94,64
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 20:00:00,13.623772504146958,79.41705177356918,PM10,42,89,65
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 21:00:00,13.63172836927605,79.41453011663003,NH3,13,62,37
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 22:00:00,13.637769247847244,79.42514962619057,PM10,38,60,49
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",08-12-2025 23:00:00,13.631968610274846,79.41909357304777,PM10,24,47,35
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 00:00:00,13.621610509641458,79.4267221650797,NH3,46,63,54
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 01:00:00,13.637763074087074,79.41626430717454,OZONE,33,59,46
